ct_intervention_id,ct_intervention_raw,who_drug_substances,who_covid_trial_substances,ct_intervention_types,text_class
1674,convalescent plasma application to SARS-CoV-2 infected patients,"[""Plasma""]","""No matches""","[""Other""]",
1168,Treatment and prophylaxis,"""No matches""","""No matches""","[""Drug""]",
1169,Neutral writing control,"""No matches""","""No matches""","[""Other""]",
62,Niclosamide,"[""Niclosamide""]","""No matches""","[""Drug""]",
1754,Home Pulse Oximetry Monitoring,"""No matches""","""No matches""","[""Device""]",
68,Identification by PCR of the SARS-COV-2 virus in samples taken from the fetus,"""No matches""","""No matches""","[""Diagnostic Test""]",
69,Alteplase 100 MG {Activase},"[""Alteplase""]","""No matches""","[""Drug""]",
982,Etoposide,"[""Etoposide""]","""No matches""","[""Drug""]",
704,DFV890,"""No matches""","""No matches""","[""Drug""]",
355,Therapeutic Anticoagulation,"""No matches""","""No matches""","[""Drug""]",
418,Human Amniotic Fluid,"""No matches""","""No matches""","[""Biological""]",
432,Peginterferon Lambda-1A,"[""Peginterferon lambda-1a""]","""No matches""","[""Drug""]",
1576,Two doses of high dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule,"""No matches""","[""SARS-CoV-2 Vaccine""]","[""Biological""]",
877,Internet-based self-help after 3 weeks,"""No matches""","""No matches""","[""Behavioral""]",
1368,Methylene Blue 5 MG/ML,"""No matches""","""No matches""","[""Drug""]",
125,Fixed-duration higher dose Hydrocortisone,"[""Hydrocortisone""]","""No matches""","[""Drug""]",
757,Enoxaparin Prefilled Syringe {Lovenox},"[""Enoxaparin""]","""No matches""","[""Drug""]",
105,HOPE intervention,"""No matches""","""No matches""","[""Behavioral""]",
769,Remestemcel-L,"[""Remestemcel-L""]","""No matches""","[""Biological""]",
782,CT-scan with minimal invasive autopsy,"""No matches""","""No matches""","[""Procedure""]",
837,Chinese medicine treatment,"""No matches""","""No matches""","[""Other""]",
1500,Lactated ringer's solution or sterile saline,"""No matches""","""No matches""","[""Biological""]",
1494,blood sample,"""No matches""","""No matches""","[""Other""]",
373,rapid salivary test,"""No matches""","""No matches""","[""Diagnostic Test""]",
1044,Support treatment,"""No matches""","""No matches""","[""Drug""]",
1086,T89,"""No matches""","""No matches""","[""Drug""]",
417,Placebo Starch,"[""Starch""]","""No matches""","[""Dietary Supplement""]",
457,Tocilizumab (TCZ),"[""Tocilizumab""]","""No matches""","[""Drug""]",
455,CPAP treatment,"""No matches""","""No matches""","[""Device""]",
469,Serum test,"""No matches""","""No matches""","[""Biological""]",
1615,Interleukin-7,"""No matches""","""No matches""","[""Drug""]",
487,"""Calm"" is a mindfulness meditation mobile app","""No matches""","""No matches""","[""Other""]",
482,SnPP Protoporphyrin plus Sunlight exposure,"[""Protoporphyrin""]","""No matches""","[""Drug""]",
14,Lower-dose prophylactic anticoagulation,"""No matches""","""No matches""","[""Drug""]",
1211,HCQ,"""No matches""","""No matches""","[""Drug""]",
500,oxygen therapy,"[""Oxygen""]","""No matches""","[""Other""]",
1300,ACE inhibitor,"""No matches""","""No matches""","[""Drug""]",
1058,Naltrexone,"[""Naltrexone""]","""No matches""","[""Drug""]",
1588,Stellate Ganglion Block,"""No matches""","""No matches""","[""Procedure""]",
724,Nintedanib 150 MG,"[""Nintedanib""]","""No matches""","[""Drug""]",
124,Computer task questionnaires,"""No matches""","""No matches""","[""Behavioral""]",
1355,Dociparastat sodium,"[""Sodium""]","""No matches""","[""Drug""]",
116,Ten-days oseltamivir,"[""Oseltamivir""]","""No matches""","[""Drug""]",
103,ArtemiC,"""No matches""","""No matches""","[""Drug""]",
772,Eicosapentaenoic acid gastro-resistant capsules,"[""Eicosapentaenoic acid""]","""No matches""","[""Drug""]",
1309,TXA127,"""No matches""","""No matches""","[""Drug""]",
18879,PT-Pal,"""No matches""","""No matches""","[""Behavioral""]",
385,Oseltamivir,"[""Oseltamivir""]","""No matches""","[""Drug""]",
844,additional blood tubes,"""No matches""","""No matches""","[""Other""]",
861,Intervention App,"""No matches""","""No matches""","[""Behavioral""]",
1385,standard of care,"""No matches""","""No matches""","[""Other""]",
1384,VC,"""No matches""","""No matches""","[""Drug""]",
1411,Leronlimab (700mg),"[""Leronlimab""]","""No matches""","[""Drug""]",
931,ventilatory support with oxygen therapy,"[""Oxygen""]","""No matches""","[""Device""]",
932,Azithromycin 250 MG Oral Capsule,"[""Azithromycin""]","""No matches""","[""Drug""]",
398,Hydroxychloroquine Sulfate 200 MG,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
217,Standard screening strategy,"""No matches""","""No matches""","[""Diagnostic Test""]",
1051,CM4620-Injectable Emulsion,"""No matches""","""No matches""","[""Drug""]",
1062,HCQ + Intravenous Famotidine,"[""Famotidine""]","""No matches""","[""Drug""]",
1619,CONVALESCENT PLASMA,"[""Plasma""]","""No matches""","[""Biological""]",
464,0.9% sodium chloride (normal saline),"[""Chloride"", ""Sodium"", ""Sodium chloride""]","""No matches""","[""Drug""]",
1150,Low-dose Chest CT,"""No matches""","""No matches""","[""Diagnostic Test""]",
1654,Azinc,"""No matches""","""No matches""","[""Dietary Supplement""]",
542,hydroxychloroquine,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1739,MenACWY vaccine,"""No matches""","""No matches""","[""Biological""]",
1756,Bacille Calmette-Guérin (BCG),"""No matches""","""No matches""","[""Biological""]",
1773,COSH Self-help smoking cessation booklet,"""No matches""","""No matches""","[""Behavioral""]",
1255,PCL COV05 - COVID 19 Ag Rapid FIA test (Rapid Antigen Test),"""No matches""","""No matches""","[""Diagnostic Test""]",
1273,ASC09/ritonavir group,"[""Ritonavir""]","""No matches""","[""Drug""]",
1780,Gargle/Mouthwash,"""No matches""","""No matches""","[""Drug""]",
1312,Mefloquine + azithromycin + / - tocilizumab,"[""Mefloquine"", ""Tocilizumab"", ""Azithromycin""]","""No matches""","[""Combination Product""]",
706,Helmet CPAP,"""No matches""","""No matches""","[""Device""]",
86,Hydroxychloroquine Sulfate 600 mg twice a day,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
128,IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,"[""Ivermectin""]","""No matches""","[""Drug""]",
1330,Folic Acid,"[""Folic acid""]","""No matches""","[""Drug""]",
955,Cell therapy protocol 1,"""No matches""","""No matches""","[""Biological""]",
988,Eculizumab,"[""Eculizumab""]","""No matches""","[""Drug""]",
17919,Inhaled budesonide and formoterol,"[""Formoterol"", ""Budesonide""]","""No matches""","[""Drug""]",
974,Ruxolitinib plus simvastatin,"[""Simvastatin"", ""Ruxolitinib""]","""No matches""","[""Drug""]",
1012,Hydroxychloroquine - Daily Dosing,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
383,Mesenchymal cells,"""No matches""","""No matches""","[""Biological""]",
502,Basic Body Awareness Therapy,"""No matches""","""No matches""","[""Behavioral""]",
1628,"35 ml blood, 5 tubes LITHIUM HEPARINATE at each time (hospitalized Patients )","[""Lithium""]","""No matches""","[""Other""]",
1205,Usual care,"""No matches""","""No matches""","[""Other""]",
1229,Hydroxychloroquine - Weekly Dosing,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
18,Dapagliflozin,"[""Dapagliflozin""]","""No matches""","[""Drug""]",
66,Hydroxychloroquine + azithromycin,"[""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Drug""]",
67,Atovaquone/Azithromycin,"[""Atovaquone"", ""Azithromycin""]","""No matches""","[""Drug""]",
978,Zinc Citrate,"[""Zinc citrate"", ""Zinc""]","""No matches""","[""Dietary Supplement""]",
1072,"MagPro X100 Stimulator, B70 Fluid-Cooled Coil","""No matches""","""No matches""","[""Device""]",
856,Azithromycin Tablets,"[""Azithromycin""]","""No matches""","[""Drug""]",
211,Zinc,"[""Zinc""]","""No matches""","[""Dietary Supplement""]",
213,Blood samples collection,"""No matches""","""No matches""","[""Biological""]",
323,Control group,"""No matches""","""No matches""","[""Drug""]",
93,Hydroxychloroquine (HCQ),"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
728,Dialyzable Leukocyte Extract,"""No matches""","""No matches""","[""Drug""]",
1346,identify SARS-CoV-2 infection by serology,"""No matches""","""No matches""","[""Diagnostic Test""]",
274,Azithromycin (Azithro),"[""Azithromycin""]","""No matches""","[""Drug""]",
1435,Dornase Alfa Inhalation Solution,"[""Dornase alfa""]","""No matches""","[""Drug""]",
1454,Sirukumab,"[""Sirukumab""]","""No matches""","[""Drug""]",
310,Therapist Guided E-Therapy,"""No matches""","""No matches""","[""Behavioral""]",
967,Oral administration of Colchicine plus Herbal Phenolic Monoterpene Fractions,"[""Colchicine""]","""No matches""","[""Drug""]",
970,TJ003234,"""No matches""","""No matches""","[""Drug""]",
1492,Video-Based,"""No matches""","""No matches""","[""Other""]",
421,Chloroquine Diphosphate,"[""Chloroquine""]","""No matches""","[""Drug""]",
1624,NP-120 (Ifenprodil),"[""Ifenprodil""]","""No matches""","[""Drug""]",
1185,Nitric Oxide 0.5 % / Nitrogen 99.5 % Gas for Inhalation,"[""Nitrogen"", ""Nitric oxide""]","""No matches""","[""Drug""]",
1223,Group 2: control group with enoxaparin 40mg/d,"[""Enoxaparin""]","""No matches""","[""Drug""]",
1740,Meditation and Anxiety Reduction Training,"""No matches""","""No matches""","[""Behavioral""]",
291,Low molecular weight heparin,"[""Heparin"", ""Low molecular weight heparin""]","""No matches""","[""Drug""]",
1281,conjunctival RT PCR,"""No matches""","""No matches""","[""Diagnostic Test""]",
47,Q-NRG Metobolic Cart Device,"""No matches""","""No matches""","[""Device""]",
58,RhACE2 APN01,"""No matches""","""No matches""","[""Drug""]",
702,Convalescent Plasma 1 Unit,"[""Plasma""]","""No matches""","[""Biological""]",
17860,Optical Coherence Tomography (OCT),"""No matches""","""No matches""","[""Diagnostic Test""]",
216,Transcutaneous Auricular Vagus Nerve Stimulation,"""No matches""","""No matches""","[""Device""]",
17198,Remote Cognitive Behavioral Therapy for Insomnia,"""No matches""","""No matches""","[""Behavioral""]",
803,YinHu QingWen Decoction,"""No matches""","""No matches""","[""Drug""]",
285,remdesivir,"[""Remdesivir""]","""No matches""","[""Drug""]",
204,Mavrilimumab,"[""Mavrilimumab""]","""No matches""","[""Drug""]",
957,Zithromax Oral Product,"""No matches""","""No matches""","[""Drug""]",
340,Hydroxychloroquine Sulfate 200 milligram (mg) Tab,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1563,high flow nasal cannula (HFNC),"""No matches""","""No matches""","[""Device""]",
1107,"Hydroxychloroquine, Clindamycin","[""Clindamycin"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
17487,Dipyridamole ER 200mg/ Aspirin 25mg orally/enterally,"[""Dipyridamole""]","""No matches""","[""Drug""]",
973,Best Practice,"""No matches""","""No matches""","[""Other""]",
492,Anluohuaxian,"""No matches""","""No matches""","[""Drug""]",
237,Nitric Oxide Gas,"[""Nitric oxide""]","""No matches""","[""Drug""]",
579,The Vie Scope laryngoscope,"""No matches""","""No matches""","[""Device""]",
1746,Azithromycin Capsule,"[""Azithromycin""]","""No matches""","[""Drug""]",
36,Chat-based support,"""No matches""","""No matches""","[""Behavioral""]",
693,Lopinavir/Ritonavir,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
691,nebulised recombinant tissue-Plasminogen Activator (rt-PA),"""No matches""","""No matches""","[""Drug""]",
694,Reference Drug 200 mg favipiravir,"[""Favipiravir""]","[""Favipiravir""]","[""Drug""]",
244,Cyclosporine,"""No matches""","""No matches""","[""Drug""]",
1006,Fondaparinux,"[""Fondaparinux""]","""No matches""","[""Drug""]",
380,Personalized health education,"""No matches""","""No matches""","[""Behavioral""]",
1025,Piclidenoson,"[""Piclidenoson""]","""No matches""","[""Drug""]",
737,Low Dose Radiation Therapy,"""No matches""","""No matches""","[""Radiation""]",
571,Chloroquine phosphate,"[""Chloroquine"", ""Chloroquine phosphate""]","""No matches""","[""Drug""]",
117,SARS-CoV-2 convalescent plasma,"[""Plasma""]","""No matches""","[""Biological""]",
862,Gamification,"""No matches""","""No matches""","[""Behavioral""]",
878,Pectin,"[""Pectin""]","""No matches""","[""Dietary Supplement""]",
17796,RTB101,"""No matches""","""No matches""","[""Drug""]",
800,Insulin regimen,"[""Insulin""]","""No matches""","[""Drug""]",
879,25-OH cholecalciferol,"""No matches""","""No matches""","[""Dietary Supplement""]",
902,1: ILT101,"""No matches""","""No matches""","[""Drug""]",
257,impliminting Online Distance Learning,"""No matches""","""No matches""","[""Other""]",
938,Online bibliotherapy programme,"""No matches""","""No matches""","[""Behavioral""]",
1419,Placebo for Hydroxychloroquine,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1436,Treatment with Dexmedetomidine,"[""Dexmedetomidine""]","""No matches""","[""Drug""]",
1446,Expiratory training device,"""No matches""","""No matches""","[""Device""]",
1540,Recombinant Human Interferon α2b Spray,"[""Interferon""]","""No matches""","[""Drug""]",
1118,HOME-CoV rule implementation,"""No matches""","""No matches""","[""Other""]",
470,L-ascorbic acid,"[""Ascorbic acid""]","""No matches""","[""Drug""]",
55,DAS181,"""No matches""","""No matches""","[""Drug""]",
8,Acalabrutinib,"[""Acalabrutinib""]","""No matches""","[""Drug""]",
448,Hydroxychloroquine and Ivermectin,"[""Ivermectin"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1693,The control group will not receive hydroxychloroquine,"[""Hydroxychloroquine""]","""No matches""","[""Other""]",
16,Bromhexine 8 MG,"[""Bromhexine""]","""No matches""","[""Drug""]",
1233,Hydroxychloroquine Oral Product,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1758,AWARD advice,"""No matches""","""No matches""","[""Behavioral""]",
1267,Plitidepsin 2.5 mg/day,"[""Plitidepsin""]","""No matches""","[""Drug""]",
529,Human immunoglobulin,"""No matches""","""No matches""","[""Drug""]",
18818,Use of virus (Covid-19) genome sequence report to inform infection prevention control procedures,"""No matches""","""No matches""","[""Other""]",
1307,Enoxaparin Prophylactic Dose,"[""Enoxaparin""]","""No matches""","[""Drug""]",
1497,modified IPAC-UHN PPE,"""No matches""","""No matches""","[""Device""]",
720,COViage,"""No matches""","""No matches""","[""Device""]",
152,Clazakizumab 25 mg,"[""Clazakizumab""]","""No matches""","[""Drug""]",
17899,Ivermectin Oral Product,"[""Ivermectin""]","""No matches""","[""Drug""]",
188,Aviptadil (VIP),"[""Aviptadil""]","""No matches""","[""Drug""]",
111,Ceftriaxone,"[""Ceftriaxone""]","""No matches""","[""Drug""]",
750,Double-Trunk Mask,"""No matches""","""No matches""","[""Device""]",
850,Aerosolized All trans retinoic acid,"""No matches""","""No matches""","[""Drug""]",
1352,biological samples day of delivery,"""No matches""","""No matches""","[""Diagnostic Test""]",
228,mechanical ventilation,"""No matches""","""No matches""","[""Procedure""]",
924,Corticosteroid injection,"""No matches""","""No matches""","[""Drug""]",
317,Physiological serum,"""No matches""","""No matches""","[""Other""]",
966,Silymarin,"""No matches""","""No matches""","[""Drug""]",
318,Povidone-Iodine Nasal Spray and Gargle,"[""Povidone-iodine"", ""Iodine"", ""Povidone""]","""No matches""","[""Drug""]",
998,Bedside lung ultrasound,"[""Lung""]","""No matches""","[""Device""]",
1035,Monitoring Visit - Week 4,"""No matches""","""No matches""","[""Diagnostic Test""]",
445,"Hydroxychloroquine, Doxycycline","[""Doxycycline"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1609,Serological test,"""No matches""","""No matches""","[""Biological""]",
468,Psychological treatment,"""No matches""","""No matches""","[""Behavioral""]",
17607,CT-scan,"""No matches""","""No matches""","[""Diagnostic Test""]",
519,Centricyte 1000,"""No matches""","""No matches""","[""Device""]",
1429,MenACWY,"""No matches""","""No matches""","[""Biological""]",
1182,SOC plus 15mg/kg EB05 IV,"""No matches""","""No matches""","[""Biological""]",
1230,The standard Macintosh laryngoscope,"""No matches""","""No matches""","[""Device""]",
726,Aspirin,"""No matches""","""No matches""","[""Drug""]",
184,Ulinastatin,"[""Ulinastatin""]","""No matches""","[""Drug""]",
190,NORS (Nitric Oxide Releasing Solution),"[""Nitric oxide""]","""No matches""","[""Drug""]",
214,LEAF-4L6715,"""No matches""","""No matches""","[""Drug""]",
854,Discontinuation of ACEi/ARB,"""No matches""","""No matches""","[""Other""]",
18001,Auditory Evoked Potentials (AEP),"""No matches""","""No matches""","[""Procedure""]",
894,Acacia Senegal,"[""Acacia senegal""]","""No matches""","[""Dietary Supplement""]",
247,Normal saline,"""No matches""","""No matches""","[""Drug""]",
84,Combination,"""No matches""","""No matches""","[""Behavioral""]",
736,Placebo 250 cc 24 hours continuous infusion for 15 days,"""No matches""","""No matches""","[""Drug""]",
123,Sarilumab 200 MG/1.14 ML Subcutaneous Solution {KEVZARA},"[""Sarilumab""]","""No matches""","[""Drug""]",
17722,Fondapariniux,"""No matches""","""No matches""","[""Drug""]",
17337,Standard therapy,"""No matches""","""No matches""","[""Other""]",
797,"Lopinavir / ritonavir, alpha-interferon nebulization","[""Interferon"", ""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
258,BCG-Denmark,"""No matches""","""No matches""","[""Biological""]",
952,Questionnaires,"""No matches""","""No matches""","[""Other""]",
977,Hydroxychloroquine (placebo),"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1469,Nigella Sativa / Black Cumin,"[""Nigella sativa""]","""No matches""","[""Drug""]",
1525,Robot Assisted Percutaneous Cardiovascular Intervention,"""No matches""","""No matches""","[""Procedure""]",
400,Prone,"""No matches""","""No matches""","[""Other""]",
113,Peripheral blood draw,"""No matches""","""No matches""","[""Procedure""]",
1105,Anti- SARS-CoV-2 Plasma,"[""Plasma""]","""No matches""","[""Biological""]",
1122,Psychoeducational intervention,"""No matches""","""No matches""","[""Other""]",
1604,MAS825,"""No matches""","""No matches""","[""Drug""]",
1636,Pegylated interferon lambda,"[""Interferon""]","""No matches""","[""Drug""]",
553,Standard of care management,"""No matches""","""No matches""","[""Other""]",
1646,Complement dosage,"""No matches""","""No matches""","[""Diagnostic Test""]",
18671,Favipiravir 200 mg,"[""Favipiravir""]","[""Favipiravir""]","[""Drug""]",
493,Anakinra alone (stages 2b/3),"[""Anakinra""]","""No matches""","[""Drug""]",
1696,BIOVITALS,"""No matches""","""No matches""","[""Device""]",
580,serology test,"""No matches""","""No matches""","[""Biological""]",
798,DeltaRex-G,"""No matches""","""No matches""","[""Drug""]",
1413,Standard of care therapy,"""No matches""","""No matches""","[""Drug""]",
1412,Bactek-R,"""No matches""","""No matches""","[""Biological""]",
826,Standard Plasma,"[""Plasma""]","""No matches""","[""Biological""]",
161,FT516,"""No matches""","""No matches""","[""Drug""]",
827,Mechanical ventilation with the automated BVM compressor,"""No matches""","""No matches""","[""Device""]",
98,Crisis intervention therapy,"""No matches""","""No matches""","[""Behavioral""]",
1371,washed microbiota transplantation,"""No matches""","""No matches""","[""Other""]",
17953,Azithromycin 250 MG,"[""Azithromycin""]","""No matches""","[""Drug""]",
17306,SCB-2019 with AS03 adjuvant,"""No matches""","[""SCB 2019""]","[""Biological""]",
410,PD-1 blocking antibody+standard treatment,"""No matches""","""No matches""","[""Drug""]",
1068,CYNK-001,"""No matches""","""No matches""","[""Biological""]",
456,"Hydroxychloroquine, Azithromycin","[""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Drug""]",
1103,Experimental drug,"""No matches""","""No matches""","[""Drug""]",
912,convalescent plasma,"[""Plasma""]","""No matches""","[""Biological""]",
480,0.5% Povidone/Iodine oral/nasal rinse,"[""Povidone-iodine"", ""Iodine"", ""Povidone""]","""No matches""","[""Drug""]",
337,blood samples,"""No matches""","""No matches""","[""Biological""]",
17645,Melatonin,"[""Melatonin""]","""No matches""","[""Drug""]",
593,Angiotensin Receptor Blockers,"""No matches""","""No matches""","[""Drug""]",
1228,L-citrulline,"[""Citrulline""]","""No matches""","[""Dietary Supplement""]",
599,Continuation of ARB/ACEI,"""No matches""","""No matches""","[""Other""]",
744,Convalescent Plasma (anti-SARS-CoV-2 plasma),"[""Plasma""]","""No matches""","[""Biological""]",
748,Pacebo: Calcium citrate,"[""Calcium citrate"", ""Calcium""]","""No matches""","[""Other""]",
164,Emapalumab,"[""Emapalumab""]","""No matches""","[""Biological""]",
888,non-contact magnetically-controlled capsule endoscopy,"""No matches""","""No matches""","[""Device""]",
729,Macrolide administered for up to 14 days,"""No matches""","""No matches""","[""Drug""]",
104,T-cell receptor (TCR) repertoire,"""No matches""","""No matches""","[""Genetic""]",
1331,IMU-838,"""No matches""","""No matches""","[""Drug""]",
921,Suspension or Maintenance of Angiotensin Receptor Blockers and Angiotensin-converting Enzyme Inhibitors,"""No matches""","""No matches""","[""Other""]",
925,Povidone-Iodine 0.5%,"[""Povidone-iodine"", ""Iodine"", ""Povidone""]","""No matches""","[""Drug""]",
939,Isotretinoin(Aerosolized 13 cis retinoic acid) +standard treatment,"[""Isotretinoin""]","""No matches""","[""Drug""]",
930,convalescent plasma from recovered COVID 19 donor,"[""Plasma""]","""No matches""","[""Other""]",
1013,Nitric Oxide,"[""Nitric oxide""]","""No matches""","[""Drug""]",
1490,"Cartography of air contamination, environment contamination and biological fluid by Sars-Cov2 during visceral surgery in COVID19 patients.","""No matches""","""No matches""","[""Other""]",
961,Vitamins,"""No matches""","""No matches""","[""Dietary Supplement""]",
1544,Remdesivir placebo,"[""Remdesivir""]","""No matches""","[""Drug""]",
428,"Two doses of high dosage inactivated SARS-CoV-2 vaccine at the schedule of day 0,28","""No matches""","[""SARS-CoV-2 Vaccine""]","[""Biological""]",
481,Hydroxychloroquine Sulfate Tablets,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1635,Automated oxygen administration - FreeO2,"[""Oxygen""]","""No matches""","[""Device""]",
1166,IV Deployment Of cSVF In Sterile Normal Saline IV Solution,"""No matches""","""No matches""","[""Procedure""]",
1153,Guided online support program,"""No matches""","""No matches""","[""Behavioral""]",
10,Dornase Alfa Inhalation Solution {Pulmozyme},"[""Dornase alfa""]","""No matches""","[""Drug""]",
1227,Wharton's jelly derived Mesenchymal stem cells.,"""No matches""","""No matches""","[""Drug""]",
1203,Hydroxychloroquine - Daily dosing,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
585,Levamisole and isoprinosine,"[""Levamisole""]","""No matches""","[""Drug""]",
1747,Ciclesonide Metered Dose Inhaler {Alvesco},"[""Ciclesonide""]","""No matches""","[""Drug""]",
852,Canakinumab Injection 300mg,"[""Canakinumab""]","""No matches""","[""Drug""]",
233,Açaí palm berry extract - natural product,"""No matches""","""No matches""","[""Dietary Supplement""]",
809,Baricitinib (janus kinase inhibitor),"[""Baricitinib""]","""No matches""","[""Drug""]",
745,Placebo oral,"""No matches""","""No matches""","[""Drug""]",
185,Enoxaparin,"[""Enoxaparin""]","""No matches""","[""Drug""]",
171,"cholecalciferol 200,000 IU","""No matches""","""No matches""","[""Drug""]",
158,Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin inhalation,"[""Dalargin""]","""No matches""","[""Procedure""]",
1342,Recombinant human plasma gelsolin (Rhu-pGSN),"[""Plasma""]","""No matches""","[""Drug""]",
241,Blood sample for whole genome sequencing,"""No matches""","""No matches""","[""Genetic""]",
897,Inhaled Supplemental Oxygen,"[""Oxygen""]","""No matches""","[""Other""]",
248,Escin,"[""Escin""]","""No matches""","[""Drug""]",
1417,Calm Meditation App,"""No matches""","""No matches""","[""Device""]",
263,MSCs,"""No matches""","""No matches""","[""Biological""]",
911,Pyridostigmine Bromide,"[""Pyridostigmine bromide"", ""Pyridostigmine""]","""No matches""","[""Drug""]",
270,Sensbiosys,"""No matches""","""No matches""","[""Device""]",
1445,Cell therapy protocol 2,"""No matches""","""No matches""","[""Biological""]",
1444,Hyperbaric oxygen,"[""Oxygen""]","""No matches""","[""Drug""]",
992,Continuous Positive Airway Pressure,"""No matches""","""No matches""","[""Device""]",
1487,Oral placebo,"""No matches""","""No matches""","[""Other""]",
1488,Placebo (Plasma-Lyte 148),"[""Plasma""]","""No matches""","[""Biological""]",
435,Ivermectin 3Mg Tab,"[""Ivermectin""]","""No matches""","[""Drug""]",
834,Supportive Care,"""No matches""","""No matches""","[""Drug""]",
18575,Test: Favipiravir 200 mg (LOQULAR),"[""Favipiravir""]","[""Favipiravir""]","[""Drug""]",
1622,"35 ml blood, 5 tubes LITHIUM HEPARINATE at each time (cured Patients)","[""Lithium""]","""No matches""","[""Other""]",
520,RPH-104 80 mg,"""No matches""","""No matches""","[""Biological""]",
1193,Placebo Vaccine,"""No matches""","""No matches""","[""Biological""]",
596,saliva sample,"""No matches""","""No matches""","[""Biological""]",
1776,Referral card,"""No matches""","""No matches""","[""Behavioral""]",
1767,Blood and derivatives.,"""No matches""","""No matches""","[""Other""]",
1598,INO-4800,"""No matches""","[""INO 4800""]","[""Biological""]",
102,Lactated Ringer's Solution or Sterile Saline,"""No matches""","""No matches""","[""Biological""]",
292,Telmisartan,"[""Telmisartan""]","""No matches""","[""Drug""]",
191,Caption AI,"""No matches""","""No matches""","[""Device""]",
1372,Serological tests will be applied on patients blood sampling,"""No matches""","""No matches""","[""Diagnostic Test""]",
221,Methotrexate,"[""Methotrexate""]","""No matches""","[""Drug""]",
1428,MethylPREDNISolone 80 Mg/mL Injectable Suspension,"[""Methylprednisolone""]","""No matches""","[""Drug""]",
290,Rivaroxaban 2.5 MG,"[""Rivaroxaban""]","""No matches""","[""Drug""]",
984,blood sampling,"""No matches""","""No matches""","[""Other""]",
326,Mindfulness,"""No matches""","""No matches""","[""Behavioral""]",
354,Intravenous Immunoglobulin,"""No matches""","""No matches""","[""Drug""]",
1065,Supportive care,"""No matches""","""No matches""","[""Other""]",
447,COVID 19 diagnostic test by PCR,"""No matches""","""No matches""","[""Diagnostic Test""]",
1639,Helmet Continuous Positive Airway Pressure (CPAP),"""No matches""","""No matches""","[""Device""]",
1251,CTUS examination,"""No matches""","""No matches""","[""Diagnostic Test""]",
1254,Yinhu Qingwen Granula,"""No matches""","""No matches""","[""Drug""]",
18917,Enoxaparin 1 mg/kg,"[""Enoxaparin""]","""No matches""","[""Drug""]",
1279,MRx-4DP0004,"""No matches""","""No matches""","[""Drug""]",
1803,VitalConnect Vital Sign Patch,"""No matches""","""No matches""","[""Diagnostic Test""]",
1806,Levamisole,"[""Levamisole""]","""No matches""","[""Drug""]",
17371,Post Exposure Prophylaxis (PEP),"""No matches""","""No matches""","[""Drug""]",
1816,Rehabilitation,"""No matches""","""No matches""","[""Other""]",
1083,Ketamine,"[""Ketamine""]","""No matches""","[""Drug""]",
1104,CELLECTRA® 2000,"""No matches""","""No matches""","[""Device""]",
449,Systemic indirect endovenous ozone therapy,"[""Ozone""]","""No matches""","[""Other""]",
719,Imatinib,"[""Imatinib""]","""No matches""","[""Drug""]",
784,BNT162a1,"""No matches""","""No matches""","[""Biological""]",
895,Ribavirin,"[""Ribavirin""]","""No matches""","[""Drug""]",
1356,Propofol,"[""Propofol""]","""No matches""","[""Drug""]",
1349,Measles-Mumps-Rubella Vaccine,"[""Rubella vaccine""]","""No matches""","[""Drug""]",
83,Doxycycline,"[""Doxycycline""]","""No matches""","[""Drug""]",
819,Emtricitabine/tenofovir disoproxil,"[""Tenofovir"", ""Emtricitabine"", ""Tenofovir disoproxil""]","""No matches""","[""Drug""]",
792,Standard therapy recommended by the Ministry of Health of the Russian Federation.,"""No matches""","""No matches""","[""Procedure""]",
182,Aerosolized 13 cis retinoic acid,"""No matches""","""No matches""","[""Drug""]",
842,Compassion focused intervention,"""No matches""","""No matches""","[""Other""]",
